0.70661,0,-0.000257079,0,-0.196913,0.193608,-0.72063,0,-0.00860671,0.0274199,-0.2418,0.00230584,-0.011194,0,0.183322,-0.177204,-0.0111467,0.00342918,0.00624979,0.00811539,0.651819,0,-0.0012374,-0.0660725,0.206358,0.0102904,-0.0179866,-0.0217571,0.207431,-0.0972718,0.0364109,0,-0.180607,0.165611,0.0160095,0.00549459,-0.00120681,-0.011356,0.00191771,-0.0238767,-0.0469687,0.100998,-0.616096,0,0.00776396,0.0957839,-0.187768,-0.0129436,0.0107675,0.0388425,-0.15443,0.0702403,0.0196009,0.0310238,-0.181539,-0.0221954,-0.0471519,0,0.177693,-0.158238,-0.0163733,-0.011551,0.00387087,0.00986959,-0.00833693,0.0297392,0.0450085,-0.073618,-0.00493164,-0.00563398,0.219182,0.0154395,0.593355,0,-0.000798618,-0.112743,0.163858,0.0108786,-0.0155043,-0.0491389,0.139476,-0.0580061,-0.0196967,-0.0498897,0.129857,0.0240905,-0.00950567,-0.00264068,-0.0979867,0.00836527,0.0569289,0,-0.174817,0.146516,0.00885419,0.0126222,-0.00772957,-0.009029,0.0101506,-0.0292053,-0.0506776,0.0611928,-0.00128964,0.0142044,-0.172756,-0.0132737,-0.0105639,-0.00190859,-0.010503,-0.115117,-0.564371,0,-0.00776314,0.12679,-0.153193,-0.0082706,0.0251319,0.060375,-0.127429,0.0492487,0.0202583,0.0631744,-0.116191,-0.0251155,0.0200083,0.00517921,0.0602211,-0.0168547,0.014794,-0.0274594,-0.0911003,0.0975489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.000257079,0,0.00558873,0,-0.00799419,0.0264061,-0.00458422,0,-0.00229347,0.00193331,0.00379572,-0.00213705,-0.0104249,0,0.00601269,-0.0239313,0.000754508,-0.000189387,-0.0154753,-0.00995124,0.00871852,0,0.0042934,-0.00154926,-0.00198536,0.000481568,-0.00373572,-0.000920749,0.0154447,-0.01652,0.0116984,0,-0.00457231,0.0222265,8.11944e-05,-0.00066443,0.00889778,0.0088505,0.0057925,-0.00366537,0.00566937,0.0227585,-0.00876483,0,-0.00492764,0.0013475,0.000476781,3.77321e-05,0.00517862,0.00159527,-0.0100583,0.0108991,-1.41683e-05,0.00420662,-0.00424591,0.000449638,-0.0128037,0,0.00349259,-0.0201067,-0.00182511,0.00187196,-0.00611521,-0.00791781,-0.00539382,0.00375594,-0.0056542,-0.0157139,0.000683532,-0.000259408,-0.00761713,-0.003274,0.00746312,0,0.00347647,-0.00158421,-0.000250324,0.000201718,-0.00408987,-0.00252444,0.00739804,-0.00901608,-0.00267052,-0.00340089,0.00589379,-0.00177853,-0.0033633,0.0011381,0.0114251,0.00129839,0.0130247,0,-0.00380604,0.0189166,0.00404077,-0.0019846,0.00581564,0.00662316,0.00453001,-0.00341087,0.00477963,0.0140874,0.00243501,-0.00168939,0.00349409,0.00591603,-7.65894e-05,-0.00293258,-0.00308189,-0.00203675,-0.00800002,0,-0.00283367,0.00167053,0.00199173,-0.000400995,0.00273276,0.00275051,-0.00722181,0.00812472,0.00449617,0.00259352,-0.00451847,0.00127079,0.000293804,0.00215411,-0.00696529,-0.00481398,0.000846024,0.00217285,0.000922388,-0.00479603
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.196913,0,-0.00799419,0,0.299361,-0.0603149,0.228243,0,0.00734316,-0.00641178,-0.222589,0.066747,0.015103,0,-0.27208,0.0556109,-0.0128814,0.0134071,0.0615539,-0.00339451,-0.2326,0,-0.0138851,0.00764864,0.187292,-0.0547416,0.0128979,-0.012709,-0.0314776,0.0314613,-0.0133804,0,0.260691,-0.0541228,0.0156154,-0.0198738,-0.0424163,-0.000550563,-0.0158389,0.00971329,0.055116,-0.0979611,0.225973,0,0.0152975,-0.00631373,-0.175141,0.0497246,-0.0162542,0.0175449,0.0203912,-0.0165014,-0.0019834,-0.0183382,0.0592137,0.0830946,0.0123526,0,-0.252758,0.0511914,-0.0152944,0.024663,0.0370325,0.00105934,0.0130294,-0.0101877,-0.0356955,0.067645,0.00567221,0.0125525,-0.157197,-0.0485738,-0.217718,0,-0.0144453,0.00764044,0.169001,-0.0476727,0.0130294,-0.0205065,-0.0166468,0.0103597,0.00825448,0.018829,-0.0519838,-0.0562016,-0.00404995,-0.00392306,0.0606386,0.0233683,-0.0109187,0,0.246588,-0.0513096,0.0146933,-0.0304386,-0.0381049,-0.00192768,-0.0103002,0.00926146,0.0314055,-0.0573821,-0.0173313,-0.0119377,0.126274,0.025541,0.00658594,-0.0058931,0.032245,0.0651418,0.213508,0,0.012184,-0.00607088,-0.16729,0.0481868,-0.0102548,0.0228933,0.0186616,-0.00715507,-0.0126522,-0.0178459,0.0461222,0.0494623,0.014684,-0.00259611,-0.0478748,-0.0099254,-0.00439044,0.00562392,0.0010215,-0.132089
0.193608,0,0.0264061,0,-0.0603149,0.596621,-0.223336,0,-0.0101524,0.0141218,-0.171233,-0.249267,-0.0557794,0,0.0544752,-0.554905,-0.0156626,-0.000445023,-0.0454954,-0.0785098,0.227509,0,0.0160552,-0.0217902,0.147673,0.214101,-0.0180714,-0.0172923,0.240741,-0.154875,0.082204,0,-0.0510692,0.538778,0.028303,-0.00252841,0.0323526,0.0650238,0.0227151,-0.0178762,-0.0744775,0.283126,-0.223289,0,-0.020628,0.0283141,-0.139217,-0.206566,0.0260575,0.0250631,-0.185044,0.116192,0.0224998,0.0353952,-0.0572396,-0.0446076,-0.105619,0,0.0481428,-0.522171,-0.0402601,0.00697427,-0.0270744,-0.0594921,-0.0291191,0.0247132,0.0571958,-0.212741,-0.0241864,-0.00668501,0.0575758,-0.0476306,0.211593,0,0.0227844,-0.0359515,0.130167,0.201038,-0.0299308,-0.0313779,0.165483,-0.104869,-0.0345622,-0.0469528,0.0428122,0.0359756,-0.0036102,-0.0138962,-0.00104197,0.18036,0.125353,0,-0.0462413,0.503937,0.0518165,-0.00901915,0.0275905,0.0515902,0.0339225,-0.0319127,-0.0553082,0.192384,0.0376331,0.00365821,-0.0423981,0.0339765,0.00320622,0.0187361,-0.0579491,-0.0845643,-0.202621,0,-0.0281272,0.0432637,-0.120752,-0.193969,0.0340284,0.0360405,-0.155024,0.0959952,0.0428801,0.0563262,-0.0340585,-0.0336911,-0.00359462,0.025069,0.0037857,-0.141059,-0.00905933,-0.00275128,-0.0114097,-0.0426808
-0.72063,0,-0.00458422,0,0.228243,-0.223336,0.768235,0,0.00299847,-0.0344769,0.227508,-0.0149089,0.0196428,0,-0.214698,0.2054,0.0133225,-0.000598263,0.0123192,0.00480391,-0.729069,0,0.0017128,0.0706609,-0.190304,0.00504669,0.0165665,0.0237909,-0.2282,0.110941,-0.041833,0,0.213754,-0.194042,-0.0175274,-0.00681181,-0.0135683,0.000447487,-0.00352888,0.0279992,0.0347774,-0.130678,0.701841,0,-0.00277723,-0.101264,0.171515,-0.00316882,-0.0179705,-0.0383421,0.176784,-0.0816238,-0.0236737,-0.0374621,0.214244,0.0424321,0.0564108,0,-0.210186,0.183478,0.0151829,0.0125058,0.0123962,-0.00171029,0.0105526,-0.0378506,-0.040049,0.0988712,0.00727989,0.00603087,-0.239289,-0.0204962,-0.674501,0,-0.00382585,0.122195,-0.151192,0.00470101,0.0270583,0.0473846,-0.159126,0.0683786,0.022703,0.0578751,-0.153556,-0.0417293,0.00392605,0.00627565,0.0951848,-0.0340541,-0.0695243,0,0.204629,-0.171927,-0.00822777,-0.0149993,-0.00716838,0.00166853,-0.0162661,0.0423686,0.0459862,-0.0850932,0.00104151,-0.0167285,0.182225,0.0176796,0.0204934,-0.00389001,0.0205617,0.1627,0.64183,0,0.0102076,-0.138123,0.141696,-0.00653986,-0.0368363,-0.0567445,0.143456,-0.0568486,-0.0218996,-0.0725433,0.135529,0.0398597,-0.0120755,-0.00585007,-0.05515,0.0300905,-0.0145707,0.0358136,0.123254,-0.0927338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00860671,0,-0.00229347,0,0.00734316,-0.0101524,0.00299847,0,0.0057968,0.000712763,-0.00435715,0.0156466,0.00440444,0,-0.00414163,0.00936311,-0.00446169,0.000800846,0.00578838,-0.00631408,0.00396515,0,-0.006752,-0.000389072,-9.90436e-05,-0.0129713,0.00360093,-0.00178013,-0.0148843,0.0110823,-0.00547709,0,0.0011015,-0.0088078,0.00428807,-0.00102287,-0.00143201,0.00364123,-0.00442312,0.00113669,0.00346272,-0.0156784,-0.00754884,0,0.00545686,0.00076962,0.00324039,0.0113798,-0.00121936,0.000400813,0.00708129,-0.00638165,0.00354231,-0.00359475,0.00334341,0.00231668,0.00432238,0,7.82317e-05,0.00885225,-0.00163618,0.000461333,-0.000922021,-0.00241515,0.00279866,0.000113235,0.00249537,0.00910881,-0.00187624,0.00228302,0.00891405,0.00463527,0.0070634,0,-0.00364168,-0.00144095,-0.0032343,-0.0103304,-0.00194388,0.00124915,-0.00548728,0.00534853,-0.00034032,0.00217687,-0.0052984,0.00268643,0.00180494,-0.00193071,-0.00556071,0.00424169,-0.00311643,0,0.00120631,-0.00845579,-0.000444336,-1.75917e-05,7.16733e-06,0.00246707,1.05755e-05,-0.00167569,-0.00290917,-0.00762696,-0.00286203,0.00136516,-0.00273229,-0.00789607,-0.00332261,0.00625749,-0.0102692,-0.0121908,-0.00499,0,0.00310839,0.00125899,0.00141343,0.0096695,0.00344606,-0.00299987,0.00680665,-0.00621973,-0.00272722,-0.000526828,0.00465272,-0.00312955,0.000995104,-0.00247345,-5.01473e-06,0.00212184,-0.000162229,-0.00569273,-0.00618943,0.00168773
0.0274199,0,0.00193331,0,-0.00641178,0.0141218,-0.0344769,0,0.000712763,0.00569722,-0.0247219,0.00410227,-0.00409558,0,0.00658746,-0.0126959,-0.00218628,-0.00104972,-0.00021874,-0.00315963,0.0374188,0,-1.74959e-06,-0.00858582,0.0197737,-0.0037389,-0.0017374,-0.00415051,0.0195119,-0.0208929,0.00486363,0,-0.00738204,0.0115439,0.00251832,0.00140371,-0.000246078,0.00213514,0.00142731,-0.00246041,0.00679066,0.019719,-0.0367638,0,-0.00100632,0.0116088,-0.0174698,0.00329729,0.00361279,0.00537984,-0.0157711,0.015453,0.00370207,0.00497788,-0.0221916,-0.00042143,-0.00647851,0,0.00733694,-0.0100155,-0.00188085,-0.00205696,0.00022409,-0.00119154,-0.00181334,0.00352756,-0.00297287,-0.01517,-0.0010868,-0.000563214,0.0173216,0.000166033,0.0333336,0,0.00129105,-0.014202,0.0156743,-0.00270601,-0.00445355,-0.0063344,0.0134372,-0.0129777,-0.00384439,-0.0069324,0.0165705,0.00223429,-0.00179662,-0.000462172,-0.000953196,0.00133379,0.0077169,0,-0.00682324,0.00903257,0.00156585,0.00311639,-0.000739621,0.0007562,0.00268799,-0.00397365,0.0016391,0.0132193,0.000529073,0.00202464,-0.0133809,0.000143926,-0.00200808,-0.000439063,-0.00262485,-0.00472513,-0.030392,0,-0.00150223,0.0159165,-0.0141457,0.00241568,0.0042394,0.00688214,-0.0113728,0.0108292,0.00319339,0.00840249,-0.0140179,-0.00283189,0.00193072,0.000417709,-0.00170772,-0.00109837,0.00198323,-0.00346532,-0.01673,-0.0012812
