11940.1,8107.72,4863.98,-1790.03,13716.6,9433.49,4601.52,-1433.67,-5811.09,-208.732,8272.93,-8738.48,-4041.66,-7534.27,-3045.87,7651.71,-229.337,-3207.75,-1196.13,-2756.17,-2326.48,8535.66,9020.91,2537.92,4371.87,-6420.23,5264.91,2407.53,10903,-3575.7,-10504.9,5964.56,2753.12,-5609.52,-2563.98,-1881.66,-5669.66,-9018.54,12416.1,1288.59,8169.93,1060.84,11644.9,8355.39,10833.9,335.349,3727.19,4213.94,2990.84,-3071.52,868.212,2895.7,14289.8,5278.32,-11294.4,-1582.72,-2295.35,-8371.08,-2198.09,2758.24,-1837.23,-3258.63,-2490.96,-1216.79,-833.896,-5384.5,9247.94,565.831,-5131.95,-1273.5,8890.85,2062.82,6685.01,170.086,1379.19,776.224,7935.73,1586.69,179.153,3933.68,946.139,-379.958,-939.644,-6651.3,2975.15,4345.11,-4197.23,2384.68,-3592.54,-3313.8,1189.17,5398.68,-652.95,-2378.04,-3347.2,-1387.4,-477.698,-511.392,-49.7392,111.137,1381.45,-2175.98,-2237.37,-1793.82,-9425.13,1325.01,3905.07,-3707.61,1172.69,-443.037,-13.2692,-5017.61,4477.14,747.396,446.188,5363.18,1359.67,665.294,-78.7205,0.45126,83.4786
8107.72,61209,14447.7,-1981.6,1809.48,12260.5,14584.5,-11250.3,3450.18,12946,7159.61,-1187.05,-15433.1,-3528.53,3772.7,974.199,2128.72,-7103.88,3586.11,-6153.41,12994.4,-708.994,19554.2,355.713,21481.4,-860.403,-6664.11,-4055.93,8390.27,5702.07,4599.57,-13294.8,15295.3,-6382.88,835.838,4618.94,6273.9,-8073.25,785.116,10268.2,-6131.77,-10716.1,22829.3,92.0729,23222.4,4873.14,18058.6,524.001,-53.5086,5574.67,-3679.59,-10379.1,29729.7,-3807.83,-13182.6,-16902,17242.5,-11173.4,2637.44,5552.52,17262.2,-15014.6,1025.83,-5939.69,-18904.9,7244.3,-17837.7,-540.904,-13691.3,-7783.36,14236.7,-2049.08,-5175.9,-13548.6,20336.7,-7324.43,-6724.11,-12101.2,1514.72,2227.52,2149.06,-2536.78,-5831.22,-5813.71,16997,-8767.9,-13349.9,-1551.51,4878.2,-4061.01,2441.81,124.3,6576.56,-8677.86,1289.46,-7286.05,2394.65,-3406.27,-244.179,-354.574,-17833.2,759.701,-15215.1,-4102.93,1395.14,5951.15,2863.88,-2151.62,-2111.76,-11252.9,6441.03,-8348.27,-7400.39,-13596.3,3944.55,3524.49,3913.54,-705.93,-181.112,-107.167,202.5
4863.98,14447.7,55612.7,1455.48,-654.911,30267.6,11831.3,-12428.7,1490.66,-2911.92,12037.5,4445.24,-11074.8,9257.68,-8936.02,588.731,-6517.54,15138.9,22035.4,-16206.7,23355.3,-22646.1,13857.8,-1914.08,3491,9716.87,-50127.1,-19500.6,1456.34,20450,-7131.02,5736.61,19608.4,4631.63,-6670.13,6776.79,-10399.3,26206.1,-5015.8,7252.11,-8758.23,-37516.3,17104.9,-8777.62,-11605.5,-10067.7,11590.2,1014.27,-8041.53,4295.67,-7135.28,-22958.9,32464.9,2849.83,-20158.5,-17912.8,14935,21066.3,14386.8,-8495.62,13973.3,-17529.1,9079.03,-1913.08,-7292.07,8115.61,-19779.8,6361.37,-14001.5,-5128.64,-151.612,-36440.9,-42752.7,-29504.2,14664.5,-11351.9,-27856.4,-19783.5,2910.27,2645.53,1448.18,-1968.43,-3172.37,-2355.14,21319.6,8126.95,-22723.3,-21422.5,-8157.08,11362.8,23819.8,-18308.2,9446.39,-18780.2,11915.4,-2214.89,1502.71,-5456.14,-777.449,277.663,206.705,-4745.58,-12504.2,-3135.72,14580.2,19529.7,3143.71,-29234,-26222.6,-22500.7,6482.03,-14736.5,-18810,-17217.8,1927.46,4450.34,2914.08,-3329.63,-376.85,-244.919,652.613
-1790.03,-1981.6,1455.48,70481,-11736.7,16268.6,24883.9,-14274.8,380.81,-17821.4,-22823,55268.1,726.845,30325.1,-7508.5,8942.05,-1296.95,14898.9,-13265,9166.2,6849.16,-16984.3,2475.04,-11492,-8188.23,-20369.9,-29401.8,-52843.6,9298.46,27287.3,-11359.6,10568.9,15612.7,14848.1,9183.91,20380.1,12690.7,13403.1,-50320.7,18246.7,-3748.93,-12047.5,-5187.13,-28767.6,-18042.5,-18918.5,24493.7,-4035.33,-5451.67,14863.6,-21575.8,2404.03,-2852.68,7806.93,-23751.6,-19018.4,17040.4,11662.5,16710.1,20337.5,26158.9,-24223.9,3720.11,-12102.9,7796.62,10923.8,-5114.03,-3796.43,7377.73,-5007.36,-5850.52,-1624.39,-11267.4,8786.2,48052.8,-20334.6,-1212.31,-8231.31,-8054.38,-3670.83,3334.4,17456.3,-15999.8,34907.8,-1984.21,573.754,-21655.6,-20428.4,4896.11,9988.56,6773.35,-4820.92,11118.3,-19111.8,4598.11,-16450.1,633.553,777.834,38.6923,245.693,3173.72,-1010.78,13221,5001.55,18535.9,-60.5814,-7703.87,13091.7,-4734.73,21241.1,27793.4,-15186.3,8045.91,-11025.4,-2597.82,-4673.56,4583.4,1968,-4922.01,-226.226,315.078
13716.6,1809.48,-654.911,-11736.7,24667.1,2045.14,-4006.06,5751.13,-6429.78,6933.73,18250.1,-21014.5,-2628.25,-6905.43,2165,9142.53,6653.3,-8032.41,-8881.96,-5349.93,-9626.34,12774.1,9507.52,5290.94,2729.83,-7156.64,22468.8,15074.5,8752.13,-13330,-8024.69,2400.71,-6861.76,-8359.64,-3265.72,-8372.69,-5489.75,-12988.4,29723.5,-13566.7,12159.9,12058.4,10815.5,11889,11975.7,583.559,-4522,5402.91,3901.18,-8708.78,8207.45,8805.99,8815.92,2908.53,-9734.28,4058.06,-11075.2,-10650,-9707.63,26.4882,-10801.8,6280.74,-5837.8,21.9764,1156.95,-9874.88,22320.7,606.939,-3485.95,1274.47,11678.7,6677.41,19877.7,-504.668,-13413.9,7350.62,15572.9,4669.62,-1420.12,4679.06,-299.103,-1601.41,4789.33,-14677.9,-497.436,6076.77,1150.29,13446.8,-2984.59,-3470.9,-5735.01,11161.4,-5951.61,5243.38,-7747.84,466.512,-1237.17,-241.169,-15.0845,106.211,1105.75,-4302.75,-2305.46,1922.69,-18220.8,-4067.39,5887.11,629.565,11168.7,360.352,-7550.41,564.499,11218,4073.7,-919.25,6279.78,-374.272,813.609,631.096,73.5997,-61.6376
9433.49,12260.5,30267.6,16268.6,2045.14,98467.4,14142.9,316.488,-8005.88,-621.285,14606.8,10834.5,-25294.8,12384.8,-7800.02,19600.2,3638.64,26519.6,102.37,-6861.8,32021.9,-23851.6,9868.4,-5088.56,10833.4,2480.5,-10590.9,-24740.7,9424.26,2132.33,5263.64,8687.83,19192,39111.8,-788.077,25517.4,-3414.3,3674.53,-13237.7,-203.582,22889,-23038,11088.8,12102,-1462.57,16770.4,2419.89,9476.5,-4566.35,163.933,-10515.8,-18890.1,31019.4,13377.2,-6761.25,-31860.3,-4150.45,46052,-9382.3,37235.1,4845.7,-42317.5,3410.49,-11803.9,-1575.8,-4119.86,7260.22,17978.5,-16214.4,-20049.6,14132.5,-1300.8,-35976.9,7523.43,32441.6,6080.63,-18338.8,1155.85,356.789,12658.4,-412.084,-7232.38,-17843.1,-314.736,13845.8,12477.4,-22477,-16561,-9009.59,22686.9,-8226.74,5071.99,-6105.4,-28279.9,3760.14,-15454.9,1686.84,-4796.67,-9.19865,192.467,11822.6,-20597,9605.07,10493.4,3930.26,-7704.23,6350.52,-21936.2,-21458.6,1778.31,27993.7,-6412.27,-13111.2,-4601.6,3918.67,16812.6,-81.2832,441.214,-4559.69,-134.671,398.054
4601.52,14584.5,11831.3,24883.9,-4006.06,14142.9,52790.4,-6684.79,11768.9,-10588.5,-13534.8,12725.6,2591.2,12671.7,-2785.62,1934.32,-7909.89,1268.99,-8205.07,-715.063,15732.9,-17445.6,6608.69,-11676,9533.03,-8078.62,-23626.6,-41058.3,7283.31,4957.86,-5504,-7804.6,22401.5,-4461.05,6120.19,19120.4,-2091.34,-2460.62,-37987,9654.6,388.25,-36732.5,-1600.49,-26283.8,1180.28,-8296.88,15539,-4909.75,-640.283,8401.33,944.457,-23721.5,23111.4,-875.652,-19354.7,-26938.2,37384.2,2728.77,24693.8,18791.6,35213.6,-21775.3,1056.69,-12923.5,-3016.08,3521.9,-23711.1,6820.48,9861.95,12961.4,-1644.7,-14060.9,-24984.9,-2626.53,26841.9,-22939.9,-7804.27,-12106.8,-931.973,-3810.48,122.45,2704.93,-2349.3,3491.36,19083.6,-1563.81,-17041.6,-18132.2,18723.3,8950.71,19925.3,-5375.16,16521.3,-12148.1,1286.99,-15989.3,-4334.56,-6075.49,-443.487,470.53,-754.877,-4287.69,-11100.4,3710.93,12016.5,29327,-3247.08,-2786.71,-15970.5,6353.06,12761.7,-16686.9,-7341.64,-14039.3,8637.17,-4011.63,1166.41,-2375.38,-2169.96,-69.9454,667.331
-1433.67,-11250.3,-12428.7,-14274.8,5751.13,316.488,-6684.79,37627,31.6431,7158.02,17688.7,-13678.8,11725.4,-10967.9,14100.7,-5609.72,5396.55,-16266,-15140.4,17139.9,-9069.12,12386.8,-4495.96,-44.0026,-4824.41,-1001.27,41541.6,25424.4,136.2,-21567.2,16287.4,-17811.8,-38370.6,7430.66,-522.769,-4758.87,2717.64,-21948.4,20960.4,-40282.9,6082.45,31473.1,-10262.5,14752.1,4104.26,16883.6,-9546.46,12605.7,-1011.3,-20286.9,25451.1,11572.7,-20306.5,-3238.33,12323.3,15487.8,-8441.23,-2397.93,-25437.5,2852.42,-11169.9,17622.1,-6587.64,-2266.68,2476.99,-3990.2,23304.4,13.9523,-1674.11,4746.87,-8126.39,33355.7,31395.5,15511.2,-18429.7,33473.2,7140.87,11715.6,-8506.79,3326.14,-5962.91,-12715.1,14270.4,-11285.2,-13520.2,-855.256,12235,26724.2,18331.1,-3160.62,-26463.6,9284.07,-8526.28,12597.8,-9144.6,-2996.25,356.305,3431.32,507.904,-103.18,-1174.41,2957.03,3998.18,13668.2,-15881.6,-15794.2,-5158.14,17428.8,21008.2,7020.29,-7417.79,18951.4,8798.29,9962.81,-8955.84,3404.34,-8643.2,2797.92,2269.59,415.292,-578.254
-5811.09,3450.18,1490.66,380.81,-6429.78,-8005.88,11768.9,31.6431,34227.6,-15652.9,-4229.04,16586.5,13504.7,-479.591,1619.51,-9459.54,-5009.64,-3283.19,-9873.25,2566.66,15146.9,-205.957,8766.46,507.592,9583.29,-6229.93,-3358.62,-4127.67,18067.2,-334.307,13815.4,-8908.07,990.894,-10470.1,-827.825,2181.56,-3852.24,-8152.26,-8835.85,-2104.95,-36808.3,-10571.5,3099.76,-3750.15,5737.88,-16434.1,6325.57,-2270.03,-3326.72,6564.41,3986.09,-23106.9,2373.49,-3238.89,10355.8,1182.32,15509.8,-4895.27,15719.5,-8329.54,11461.3,-10605,4044.4,3148.45,-2338.97,3041.88,-22799.6,-7502.51,4625.28,22707.9,-5115.3,-8172.73,-21526.4,-15859.1,2378.85,-2735.71,-16819.7,-5926.85,-3199.02,-4795.32,927.844,1240.63,929.775,-2288.9,-1435.37,-6217.48,-2178.21,-2554.85,13176.4,2727.15,18892.9,-11918.1,4698.66,-6895.14,5521.78,4730.4,-1536.04,-3986.05,-495.089,183.815,-1952.08,4066.71,-17854.9,-3176.6,16601.3,26261.1,-6454.99,-4208.47,-16323.2,-1402.69,-2637.49,528.846,-13842.6,-6707.85,3087.35,-5815.03,1725.72,-1783.87,-1154.09,-320.074,278.225
-208.732,12946,-2911.92,-17821.4,6933.73,-621.285,-10588.5,7158.02,-15652.9,42489.7,15387.1,-29674.2,-13730.2,9026.95,10256.9,509.461,11937.3,-1411.72,5267.82,-4996.51,-5811.96,-156.275,-3432.93,-1035.58,-54.3773,17677.3,17696.8,11289.9,-20163.1,-8525.89,8290.58,-17866.6,-6685.99,5869.48,4882.21,-5008.22,9285.83,541.646,17525.9,-13870,19050.7,19040.8,-3393.97,-5914.54,-2208.09,23237.3,-11870.4,796.389,595.2,-5910,5180.88,14419.7,10016.4,-12069.4,259.329,-7332.83,-3266.13,5763.02,-14835.2,-691.991,-5540.69,20947.1,-2380.44,-3712.36,-11092.2,-551.411,7919.55,9953.93,-7252.56,-10481.1,7030.44,2355.04,18599.1,4762.99,-9143.02,9868.56,8641.2,-7137.95,2400,2708.55,-6025.09,-3670.68,4745.98,-7185.47,16070.1,-4488.85,4203.15,11905.8,3689.13,2563.34,-22173.2,6288.17,-5969.03,18037.1,-3217.46,-4678.04,2647.65,-604.32,88.4758,-536.098,-14919.7,-3199.91,3161.23,10064.5,-12687.1,-19622,5400.79,7087.46,21082.4,-5275.38,-1335.99,9705.38,7915.33,-6264.83,-301.672,3465.15,-7538.61,-783.475,1338.74,273.704,-359.77
