0.70661,-0.000257079,-0.196913,-0.72063,-0.00860671,-0.2418,-0.011194,0.183322,-0.0111467,0.00624979,0.651819,-0.0012374,0.206358,-0.0179866,0.207431,0.0364109,-0.180607,0.0160095,-0.00120681,0.00191771,-0.0469687,-0.616096,0.00776396,-0.187768,0.0107675,-0.15443,0.0196009,-0.181539,-0.0471519,0.177693,-0.0163733,0.00387087,-0.00833693,0.0450085,-0.00493164,0.219182,0.593355,-0.000798618,0.163858,-0.0155043,0.139476,-0.0196967,0.129857,-0.00950567,-0.0979867,0.0569289,-0.174817,0.00885419,-0.00772957,0.0101506,-0.0506776,-0.00128964,-0.172756,-0.0105639,-0.010503,-0.564371,-0.00776314,-0.153193,0.0251319,-0.127429,0.0202583,-0.116191,0.0200083,0.0602211,0.014794,-0.0911003
-0.000257079,0.00558873,-0.00799419,-0.00458422,-0.00229347,0.00379572,-0.0104249,0.00601269,0.000754508,-0.0154753,0.00871852,0.0042934,-0.00198536,-0.00373572,0.0154447,0.0116984,-0.00457231,8.11944e-05,0.00889778,0.0057925,0.00566937,-0.00876483,-0.00492764,0.000476781,0.00517862,-0.0100583,-1.41683e-05,-0.00424591,-0.0128037,0.00349259,-0.00182511,-0.00611521,-0.00539382,-0.0056542,0.000683532,-0.00761713,0.00746312,0.00347647,-0.000250324,-0.00408987,0.00739804,-0.00267052,0.00589379,-0.0033633,0.0114251,0.0130247,-0.00380604,0.00404077,0.00581564,0.00453001,0.00477963,0.00243501,0.00349409,-7.65894e-05,-0.00308189,-0.00800002,-0.00283367,0.00199173,0.00273276,-0.00722181,0.00449617,-0.00451847,0.000293804,-0.00696529,0.000846024,0.000922388
-0.196913,-0.00799419,0.895982,0.228243,0.0214649,-0.471856,0.015103,-0.826985,-0.0133264,-0.0169559,-0.2326,-0.0356752,0.401393,-0.00439437,-0.186353,-0.0133804,0.79947,0.013087,0.0226075,-0.0337151,0.338242,0.225973,0.0436116,-0.381706,0.00880883,0.136583,0.0334118,0.0146061,0.0123526,-0.774929,-0.00832014,-0.0224596,0.0377425,-0.248437,-0.0010128,-0.204827,-0.217718,-0.0503968,0.370039,-0.0183484,-0.121516,-0.0386983,-0.0160082,-0.0179461,0.240999,-0.0109187,0.750525,0.00567414,0.0134853,-0.0422129,0.22379,-0.0136731,0.16025,0.025322,-0.0523193,0.213508,0.0554477,-0.361259,0.0257857,0.114657,0.043674,0.0124311,0.039753,-0.188933,-0.00714172,-0.0416593
-0.72063,-0.00458422,0.228243,0.768235,0.00299847,0.227508,0.0196428,-0.214698,0.0133225,0.0123192,-0.729069,0.0017128,-0.190304,0.0165665,-0.2282,-0.041833,0.213754,-0.0175274,-0.0135683,-0.00352888,0.0347774,0.701841,-0.00277723,0.171515,-0.0179705,0.176784,-0.0236737,0.214244,0.0564108,-0.210186,0.0151829,0.0123962,0.0105526,-0.040049,0.00727989,-0.239289,-0.674501,-0.00382585,-0.151192,0.0270583,-0.159126,0.022703,-0.153556,0.00392605,0.0951848,-0.0695243,0.204629,-0.00822777,-0.00716838,-0.0162661,0.0459862,0.00104151,0.182225,0.0204934,0.0205617,0.64183,0.0102076,0.141696,-0.0368363,0.143456,-0.0218996,0.135529,-0.0120755,-0.05515,-0.0145707,0.123254
-0.00860671,-0.00229347,0.0214649,0.00299847,0.011494,-0.00025488,0.00440444,-0.0168375,-0.0055114,0.00262875,0.00396515,-0.0153378,-0.00383794,-0.000549579,-0.0357772,-0.00547709,0.0126454,0.00569178,0.000703136,-0.00688353,0.0231817,-0.00754884,0.0170657,0.00653768,0.00416048,0.0225343,0.00852019,0.00292198,0.00432238,-0.00993731,-0.00369315,-0.00211356,0.00632621,-0.0126747,-0.00243946,0.00908008,0.0070634,-0.0178437,-0.0059403,-0.00827828,-0.018465,-0.00727272,-0.00306411,0.00134277,-0.00422693,-0.00311643,0.0102389,0.00267205,0.000763368,-0.00396308,0.0103101,-0.00083739,-0.00258837,-0.00376167,-0.0149943,-0.00499,0.0190249,0.00382912,0.0103282,0.0176359,0.00567527,0.00182083,0.00141281,-0.00110338,-0.00362755,-0.00747063
-0.2418,0.00379572,-0.471856,0.227508,-0.00025488,1.30816,0.00096971,0.435036,0.0430676,-0.540063,-0.190263,0.0114777,-1.11099,-0.00892283,-0.220324,-0.0196522,-0.424249,-0.055449,0.424973,0.00768896,-0.0658374,0.176112,-0.0168476,1.04562,0.0131791,0.168898,-0.0568345,0.306791,0.0296487,0.420443,0.0642845,-0.394012,0.0028154,0.0253748,0.0262206,-0.050057,-0.165523,0.0120671,-0.992516,-0.00515596,-0.147648,0.0659858,-0.208369,0.0450478,-0.2682,-0.0348611,-0.410527,-0.0649462,0.38021,-0.0072612,-0.00951309,-0.00467718,0.0324666,-0.0040244,0.0706924,0.148057,-0.0121757,0.952415,-0.00437193,0.125819,-0.0725221,0.181951,-0.0696571,0.215003,-0.0405602,0.193144
-0.011194,-0.0104249,0.015103,0.0196428,0.00440444,0.00096971,0.0207363,-0.0116146,-0.000629457,0.0267393,-0.0253366,-0.00808793,-0.00291598,0.00768057,-0.0289117,-0.0245828,0.00895616,-0.00127029,-0.0150667,-0.0108524,-0.0112581,0.0245599,0.0093248,0.00498099,-0.0102463,0.0187146,-0.00110727,0.00860315,0.0275353,-0.00701067,0.00431827,0.010097,0.0107639,0.0102708,-0.000491851,0.00712063,-0.0221172,-0.00731406,-0.00491543,0.00905087,-0.0139469,0.00585254,-0.010933,0.00653188,-0.0154945,-0.0288254,0.00753203,-0.00818903,-0.00898733,-0.00979941,-0.00820527,-0.00504753,-0.00161816,0.00101296,0.0052813,0.0224018,0.00685156,0.00182943,-0.00690084,0.0132745,-0.00915382,0.00849774,-0.0012108,0.00926433,-0.00146188,0.00105737
0.183322,0.00601269,-0.826985,-0.214698,-0.0168375,0.435036,-0.0116146,0.766441,0.00892434,0.0170079,0.221434,0.0293136,-0.372511,0.00598505,0.163467,0.0107378,-0.744048,-0.00897382,-0.0194211,0.0269314,-0.307372,-0.216598,-0.0377985,0.355953,-0.00816329,-0.123029,-0.0268591,-0.0136255,-0.0120254,0.722692,0.00656571,0.0179122,-0.0323552,0.229634,-0.000530534,0.202325,0.207993,0.045859,-0.345018,0.0145347,0.110644,0.0338472,0.0121346,0.0197913,-0.231862,0.0128531,-0.69946,-0.00592308,-0.0105508,0.0395002,-0.20754,0.0114528,-0.154769,-0.0259654,0.0331306,-0.201848,-0.0518248,0.335238,-0.0202142,-0.103262,-0.0408931,-0.00955788,-0.036546,0.176544,0.00704186,0.0477823
-0.0111467,0.000754508,-0.0133264,0.0133225,-0.0055114,0.0430676,-0.000629457,0.00892434,0.0154094,-0.0105317,-0.0153826,0.00681586,-0.03196,-0.00488783,0.00396277,-0.00216082,-0.00480508,-0.0192403,0.00300607,0.00159656,-0.0317744,0.0165399,-0.00581316,0.0259541,0.00391233,0.00140779,-0.0099266,0.0150461,0.00685045,0.00334863,0.0192318,-0.000235584,0.00242539,0.0161184,0.00816226,-0.0131719,-0.0140926,0.00382341,-0.0230396,-0.00132667,-0.00142182,0.00716599,-0.00541961,0.000839877,-0.000990609,-0.0106143,-0.00493481,-0.0186741,0.000617131,-0.00687602,-0.0119289,-0.00356156,0.00682149,-0.000426202,0.0379239,0.010061,-0.00296596,0.0236313,0.00012264,-0.00138539,-0.00337901,0.00360752,-0.00668207,0.00726937,-0.000734657,-0.0161499
0.00624979,-0.0154753,-0.0169559,0.0123192,0.00262875,-0.540063,0.0267393,0.0170079,-0.0105317,1.12971,-0.0280633,-0.0118684,0.455099,0.0240097,-0.409344,-0.0330367,-0.0147049,0.0136989,-0.908904,-0.00904236,-0.192555,0.0297433,0.0183189,-0.425401,-0.0330108,0.328388,0.0227459,-0.0577853,0.0429525,0.00903388,-0.0159135,0.845123,0.00291315,0.156224,-0.0440115,0.250874,-0.0263976,-0.0167306,0.40177,0.0359057,-0.306626,-0.0226567,0.0297758,0.00999095,-0.0211498,-0.053011,-0.00670179,0.013095,-0.803387,0.00193931,-0.146215,0.0465551,-0.174784,-0.0173615,-0.211909,0.028031,0.0199715,-0.383867,-0.0369426,0.297837,0.0235638,-0.0218858,-0.0120707,0.00936445,0.0312693,-0.0104182
